id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11994937,7 wonders hostel,64134757,Seven,Central Region,Kallang,1.30909,103.85881,Shared room,3770,92,0,,,1,0,0,
12045687,Single bed The Sail@marina bay,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28205,103.85301,Private room,80,92,1,2017-10-01,0.02,45,365,0,
12055849,Cosy private quiet room near NTU,64569568,Hamz,West Region,Jurong West,1.34425,103.69285,Private room,800,92,0,,,1,0,0,
12162272,"Great location. A spacious, well equipped home.",65322694,Angelina,Central Region,Kallang,1.29896,103.86146,Entire home/apt,134,92,257,2022-01-17,3.69,1,247,14,
12178884,Clean & spacious room for rental,61187361,Prasath Kumar,West Region,Bukit Panjang,1.38397,103.77035,Private room,700,92,0,,,1,0,0,
12211385,Queen Capsule for 2 (Free Breakfast),65679130,Seven,Central Region,Kallang,1.31027,103.85642,Shared room,59,92,25,2020-02-04,0.35,15,331,0,
12211392,Single Capsule For 1,65679130,Seven,Central Region,Rochor,1.31082,103.85366,Shared room,26,92,39,2019-01-13,0.54,15,331,0,
12213801,Chinatown doorstep Private RoomA (Not for Tourist),2413412,Kaurus,Central Region,Outram,1.28567,103.8416,Private room,69,92,1,2016-06-30,0.01,83,86,0,
12219588,Luxury condo for business/vacation,65728823,Alex,Central Region,Geylang,1.32893,103.90497,Entire home/apt,97,92,65,2021-09-15,0.93,1,58,3,
12253611,Condo Studio beside Buangkok MRT,65974072,Mrs,North-East Region,Sengkang,1.38246,103.89146,Entire home/apt,90,365,0,,,1,0,0,
12261620,Fresh & modern 2 bedroom suite opposite NTU,4673970,Pamela,West Region,Jurong West,1.34185,103.68736,Entire home/apt,100,365,0,,,1,300,0,
12299369,Charming Pre-War Queen Room,1933664,Priscilla,Central Region,Geylang,1.31277,103.90565,Private room,85,92,8,2022-01-13,0.12,1,89,2,
12317780,Private Room in my spare room,66443986,Andrew,West Region,Bukit Panjang,1.37772,103.77431,Private room,250,92,1,2016-07-13,0.01,1,358,0,
12345284,Single Capsule For 1,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,29,92,92,2020-03-31,1.28,15,331,0,
12347038,Single Capsule for 1,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,29,92,67,2019-07-17,0.93,15,331,0,
12366660,Single Capsule For 1,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,29,92,4,2020-01-08,0.06,15,331,0,
12366958,Single Capsule For 1,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,29,92,26,2020-02-08,0.36,15,331,0,
12367042,Single Capsule For 1,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,28,92,4,2020-01-21,0.06,15,331,0,
12367245,Single Capsule For 1,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Hotel room,27,92,72,2020-03-12,1.03,15,325,0,
12367388,Single Capsule for 1,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Hotel room,27,92,158,2020-02-21,2.21,15,331,0,
12367758,Queen Capsule for 2 (Free Breakfast),65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,59,92,0,,,15,331,0,
12367917,Queen Capsule for 2 (Free Breakfast),65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,59,92,0,,,15,331,0,
12368074,Queen Capsule for 2 (Free Breakfast),65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,59,92,0,,,15,331,0,
12434512,K2 Awesome Rm @ NUS near Haw Par Villa MRT (7),1439258,Joyce,Central Region,Queenstown,1.31248,103.79008,Private room,65,14,5,2020-03-26,0.07,26,307,0,S0399
12484261,"City room 5mins to Haji, near Suntec/MBS/Merlion",3234859,Sk,Central Region,Rochor,1.30249,103.86035,Private room,64,92,274,2021-03-13,4.38,2,0,0,
12556334,Superior Double Room in House with services (2),68059127,Wei,East Region,Bedok,1.31693,103.91408,Private room,100,92,2,2021-10-26,0.09,35,179,1,
12583148,geylang 14 主人房 master room1300sgd,48377803,子隆,Central Region,Geylang,1.3138,103.88099,Private room,1300,92,0,,,1,0,0,
12614519,Convenient apt 10 mins to MRT,23722617,Alex,Central Region,Geylang,1.31336,103.88627,Entire home/apt,68,92,72,2022-01-31,1.00,76,90,2,
12687038,1 RM Ensuite Bath Shared Living Near Orchard,11898832,Spirit,Central Region,Tanglin,1.29584,103.83024,Private room,89,93,77,2022-02-02,1.08,1,25,5,Authorised Serviced Apartment
12702541,Cozy condo Singapore City Centre min 3 months stay,1901820,Patro,Central Region,Rochor,1.30409,103.8465,Entire home/apt,240,180,26,2017-02-22,0.39,1,240,0,
12710735,CORPORATE LISTING : Cosy WELL FURNISH 2BEDROOM APT,67901691,Jauhara,North Region,Woodlands,1.43508,103.79711,Entire home/apt,190,92,15,2018-06-02,0.21,1,358,0,Authorised Serviced Apartment
12738797,Capella The Club Residences Singapore - 1 BR Suite,84411185,Darren,Central Region,Southern Islands,1.24854,103.82472,Entire home/apt,765,92,5,2017-07-09,0.07,2,330,0,
12738896,Comfy + Cozy + Convenient ensuite at AMK Ave 10,22554193,Eve,North-East Region,Ang Mo Kio,1.36741,103.85285,Private room,79,180,7,2020-06-01,0.10,2,179,0,
12752051,Long term stay available! Cosy home,44973411,Yi,North-East Region,Sengkang,1.39568,103.88024,Private room,37,92,9,2021-07-14,0.13,1,162,1,
12801097,"""Studio"" @Marina Bay",45661681,Betty,Central Region,Downtown Core,1.28038,103.85395,Entire home/apt,192,92,2,2016-09-02,0.03,11,365,0,
12815967,阿裕尼公寓普通房急需女搭房一名联系人:郑小姐 电话：,69904125,雅琪,Central Region,Geylang,1.3157,103.88303,Shared room,450,92,0,,,1,365,0,
12859055,Cozy & Convenient 1 Bedroom Apt,23722617,Alex,Central Region,Geylang,1.31318,103.88802,Entire home/apt,78,92,83,2021-05-05,1.16,76,57,1,
12880107,City centre condo room good view,70471378,Zeguo,Central Region,Downtown Core,1.27676,103.84635,Private room,731,92,1,2016-06-21,0.01,1,0,0,
12904788,1960s queenbed RmA*2 @ lavender bugis,8948251,Joey,Central Region,Kallang,1.30902,103.86162,Private room,49,92,2,2017-08-26,0.03,63,86,0,
12975736,2Green big windows room* @ heritage apartment,8948251,Joey,Central Region,Kallang,1.31289,103.85555,Private room,59,92,2,2019-12-08,0.07,63,331,0,
13049120,Luxurious Aparthotel,33342825,Steve,Central Region,Geylang,1.31846,103.89153,Entire home/apt,190,1,5,2017-12-07,0.07,1,363,0,L10101
13088479,"Condo in  Serangoon MRT/ NEX shopping mall, pool",72640511,Christine Kim Kum,North-East Region,Hougang,1.34887,103.88034,Private room,57,92,7,2017-12-27,0.10,1,364,0,
13130159,Condo Studio infront Aljunied MRT good for 5pax,73113530,Lei Vee,Central Region,Geylang,1.32784,103.88812,Private room,138,3,5,2022-03-24,0.08,2,359,1,Authorised Serviced Apartment
13132703,Cozy and Convenient Studio,23722617,Alex,Central Region,Geylang,1.31377,103.88623,Entire home/apt,73,92,16,2021-05-14,0.23,76,90,1,
13150852,Cozy Studio in convenient location,23722617,Alex,Central Region,Geylang,1.31978,103.89075,Entire home/apt,73,92,12,2021-09-10,0.19,76,90,2,
13157253,"Braddell View - Guest Room - Gym & Pool, 3 Mrts",73457822,Kingston,Central Region,Toa Payoh,1.34096,103.84171,Private room,49,92,4,2022-02-20,0.10,3,208,2,
13161258,Changi Village 3BD near Singapore Changi Airport,72481625,Benny,East Region,Pasir Ris,1.35805,103.96801,Entire home/apt,80,365,0,,,1,0,0,
13175926,Condo at Kovan,13146445,Tan,North-East Region,Hougang,1.35717,103.88233,Entire home/apt,120,360,0,,,1,0,0,
13183241,Deluxe serviced apartment-Private studio room EZS7,24496358,Katherine,East Region,Bedok,1.32552,103.91456,Private room,150,92,3,2019-10-31,0.05,39,166,0,
13243736,Charming 2Bed-2Bath- Parking Full Apartment,5092893,Sam,Central Region,Bishan,1.35725,103.828,Entire home/apt,198,92,49,2020-02-06,0.75,2,352,0,
13254555,Double Central Living Shopping Mall Condo MRT,25753591,S,Central Region,Bukit Merah,1.2877,103.82903,Private room,132,92,7,2018-01-01,0.11,2,0,0,
13274269,DORMS - Excellent location in Chinatown,17526618,Royal,Central Region,Outram,1.28499,103.843,Hotel room,31,92,16,2020-01-28,0.23,5,365,0,
13274598,DORMS - Excellent location in Chinatown,17526618,Royal,Central Region,Outram,1.28379,103.84399,Hotel room,31,92,17,2020-03-02,0.24,5,365,0,
13275737,Comfortable apt home away from home,23722617,Alex,Central Region,Geylang,1.31521,103.8879,Entire home/apt,80,92,57,2022-01-20,0.82,76,237,1,
13283938,10min to CITY CENTRE CleanCosyApt 5min WalktoMetro,772728,Sunrise,Central Region,Geylang,1.31398,103.87973,Entire home/apt,288,92,65,2019-03-17,0.92,2,365,0,
13286282,"Private room next to Lakeside MRT, single size bed",60720370,Gine,West Region,Jurong West,1.34373,103.72095,Private room,56,92,51,2022-03-05,0.73,1,90,8,
13335962,Explore Haji Lane - Standard Double Rm in Hotel,74249089,W.,Central Region,Rochor,1.30429,103.85937,Private room,124,92,3,2017-05-21,0.04,4,126,0,
13336054,Explore Haji Lane -Deluxe Double Rm in Hotel,74249089,W.,Central Region,Rochor,1.30442,103.8593,Private room,134,92,2,2018-10-26,0.03,4,126,0,
13336111,Explore Haji Lane - Super Deluxe Rm in Hotel,74249089,W.,Central Region,Rochor,1.30242,103.86078,Private room,100,92,1,2016-07-22,0.01,4,91,0,
13336133,Explore Haji Lane - Family Rm in Hotel,74249089,W.,Central Region,Rochor,1.30427,103.85904,Private room,140,92,2,2022-01-01,0.03,4,88,1,
13361848,EnsuiteM w Bathroom @ heritage apartment,8948251,Joey,Central Region,Kallang,1.31338,103.85843,Private room,69,92,2,2020-05-31,0.03,63,331,0,
13377049,"10min City!1-5pax 5min MRT, Orchard, Sentosa & MBS",7080517,Ruth Mandy,Central Region,Kallang,1.31735,103.86169,Entire home/apt,141,92,16,2022-01-02,0.26,4,342,4,
13418425,Cozy & Comfy Apartment,23722617,Alex,Central Region,Geylang,1.31307,103.88768,Entire home/apt,72,92,92,2021-11-30,1.41,76,90,2,
13454638,Lovely home near Orchard Road with fantastic views,3621802,Ruchi,Central Region,Bukit Merah,1.29265,103.81667,Entire home/apt,200,92,7,2018-12-23,0.10,1,177,0,
13468399,2 Bedroom Family holiday Only 4U,77033921,Armanadurni,North Region,Woodlands,1.42998,103.78534,Entire home/apt,400,92,6,2017-07-07,0.09,1,84,0,
13540021,Boonlay MRT 1,51503267,Gloria,West Region,Jurong West,1.33906,103.70071,Private room,100,180,0,,,2,0,0,
13556435,Not available,78080643,Carrie,North Region,Woodlands,1.42711,103.77369,Private room,60,92,33,2018-10-21,0.51,2,208,0,
13559548,This listing is no longer available,78080643,Carrie,North Region,Woodlands,1.42764,103.77402,Private room,42,92,8,2019-09-07,0.11,2,208,0,
13566223,Near Airport And Central,21386653,Nikki,North-East Region,Hougang,1.36864,103.8967,Private room,80,100,11,2017-09-14,0.16,1,0,0,
13574617,Cozy 2 Bedroom Apartment,23722617,Alex,Central Region,Geylang,1.31356,103.88637,Entire home/apt,120,92,15,2021-12-23,0.27,76,90,2,
13642646,Spacious double room at high floor,65526303,Js,Central Region,Queenstown,1.30296,103.78559,Private room,57,180,20,2017-07-25,0.29,1,0,0,
13643303,Chez M,7604436,M,Central Region,Marine Parade,1.30647,103.89895,Private room,168,92,3,2016-11-04,0.04,1,357,0,
13659860,Beautiful Modern 1 Bedroom Loft Apartment @CBD,10802615,Fendi,Central Region,Downtown Core,1.27872,103.84696,Entire home/apt,180,92,0,,,3,271,0,
13703898,Singapore homestay @ Pasir Ris street 51,9453430,Melissa,East Region,Pasir Ris,1.37173,103.94855,Private room,68,92,59,2021-06-01,1.00,1,300,1,
13717530,"Home2020@Singapore, NTU&NUS",56683818,Alexander,West Region,Jurong West,1.34401,103.70107,Private room,168,92,24,2019-07-24,0.57,1,365,0,
13756029,Master room 151 Ang Mo Kio Ave 5,76690273,光雄 Terence,West Region,Western Water Catchment,1.40472,103.6637,Entire home/apt,40,180,2,2016-07-07,0.03,1,0,0,
13803431,New Elegant Modern Room at City Fringe,23196627,Chris & Val,Central Region,Kallang,1.31905,103.86658,Private room,65,92,63,2018-04-20,0.91,1,364,0,
13809823,Luxurious Penthouse In City Centre 1,1170341,Jenny,Central Region,Tanglin,1.2943,103.8296,Private room,136,92,19,2020-02-28,0.30,3,284,0,
13875517,Bright Spacious Condominium near Airport & Expo,65549406,Jay,East Region,Tampines,1.34048,103.9519,Entire home/apt,100,92,0,,,2,0,0,
13890512,EnsuiteM w Bathroom @ heritage apartment,8948251,Joey,Central Region,Kallang,1.31261,103.85796,Private room,69,92,0,,,63,331,0,
13936031,Cozy 2 Bedroom Apartment,23722617,Alex,Central Region,Geylang,1.31344,103.88785,Entire home/apt,120,92,12,2022-02-07,0.24,76,90,3,
13952292,Deluxe serviced apartment- Modern studio room EZS5,24496358,Katherine,East Region,Bedok,1.32833,103.91588,Private room,140,92,5,2021-12-24,0.10,39,300,1,
13965663,Private room - 4 bed (Shared toilet). Room 2,46515276,Ark,Central Region,Kallang,1.31124,103.87213,Private room,85,365,12,2019-12-30,0.17,12,208,0,
13966783,Awesome View Room @ Chinatown. (Not For Tourist),2413412,Kaurus,Central Region,Outram,1.28338,103.84133,Private room,59,92,2,2019-09-21,0.03,83,331,0,
13967760,Modern One bedroom 2 in Luxury Serviced Apartment,68059127,Wei,East Region,Bedok,1.32522,103.91497,Private room,180,92,1,2021-05-06,0.09,35,265,1,
14020127,Condo Near Kambangan MRT,83878917,Elaine,East Region,Bedok,1.31756,103.91084,Entire home/apt,149,92,18,2018-01-02,0.26,1,91,0,
14094341,Spacious 1 BR Super Deluxe near Orchard,84635959,Alocassia,Central Region,Tanglin,1.31889,103.82806,Entire home/apt,180,92,1,2017-11-22,0.02,1,362,0,
14099732,Modern vintage terrace house,84863690,Gurbak,East Region,Tampines,1.32683,103.95444,Private room,60,92,3,2017-07-14,0.04,1,358,0,
14131949,Luxurious Design Room With Private Bath Tub,77077626,Markus,North-East Region,Serangoon,1.36464,103.86352,Private room,148,92,15,2020-06-21,0.27,3,365,0,
14157765,A Place Outside the Hectic City Life of Singapore,27888612,Immanuel,West Region,Western Water Catchment,1.38534,103.73865,Private room,20,183,0,,,1,0,0,
14158971,Modern en-suites room EZS-1 with pool,24496358,Katherine,East Region,Bedok,1.32547,103.91505,Private room,130,92,0,,,39,270,0,
14191894,Posh En Suite 3 Near Orchard,28489587,Anita & David,Central Region,Novena,1.31735,103.84806,Private room,157,92,38,2019-12-27,0.57,3,270,0,
14196212,Central Business District (Altez),10802615,Fendi,Central Region,Downtown Core,1.275,103.84334,Entire home/apt,385,92,0,,,3,358,0,
14211027,Orchard Luxury Stylish Resort 3 Bedroom.,86278590,Prash & Niko,Central Region,Tanglin,1.29488,103.8305,Entire home/apt,1000,92,46,2018-07-10,0.67,1,0,0,
14213091,Penthouse with private swimming pool in the CBD,10802615,Fendi,Central Region,Downtown Core,1.27526,103.84462,Entire home/apt,680,92,0,,,3,358,0,
14226426,A Slice of Heritage in the City/Cutler Suite,84590945,Dyan,Central Region,Downtown Core,1.28341,103.85075,Entire home/apt,353,1,2,2022-01-01,0.04,4,195,1,M0042
14226658,A Slice of Heritage in the City/Collyer Suite,84590945,Dyan,Central Region,Downtown Core,1.28146,103.85122,Entire home/apt,447,1,1,2017-02-27,0.02,4,182,0,M0042
14245740,Cozy 2- bedroom Home Away From Home,22875236,Beat,North-East Region,Punggol,1.39178,103.91181,Entire home/apt,154,7,152,2022-02-13,2.34,2,244,6,Authorised Serviced Apartment
14248210,Convenient Studio at Chinatown,23722617,Alex,Central Region,Outram,1.28324,103.84445,Entire home/apt,83,92,48,2021-07-24,0.70,76,90,2,
14289091,One bed room condominium,87219452,Michael,East Region,Pasir Ris,1.3762,103.96172,Entire home/apt,7286,92,5,2018-09-29,0.07,1,86,0,
14293858,"Cosy City Centre Room - Bencoolen  MRT
At Doorstep",11390076,Tryston,Central Region,Rochor,1.29918,103.85147,Private room,63,93,6,2019-12-23,0.09,10,331,0,
14332483,Single Bed in 6 Bed Mixed Dorm,87731750,Gap Year,Central Region,Kallang,1.31586,103.86049,Shared room,24,1,33,2019-08-17,0.48,8,1,0,S0250
14341511,Brand New Apartment in City Fringe of Singapore,7609000,Jay,North-East Region,Hougang,1.35593,103.88742,Entire home/apt,500,92,9,2017-04-07,0.14,1,358,0,
14407337,Chinatown doorstep Queenbed Room (Not For Tourist),2413412,Kaurus,Central Region,Outram,1.28382,103.84339,Private room,69,92,1,2017-09-10,0.02,83,86,0,
14489603,Single Capsule  Pod in Mixed Dorm,87731750,Gap Year,Central Region,Kallang,1.31626,103.86002,Shared room,30,1,60,2019-05-06,0.88,8,1,0,S0250
14515500,Condo Room near the Beach and Airport!,33944993,Melissa,East Region,Bedok,1.3104,103.92248,Private room,30,92,86,2021-12-18,1.26,2,86,2,
14523829,Brand New listing Soho loft condo/ 2 Queen bed,39199670,E:Box Management,West Region,Choa Chu Kang,1.37947,103.75957,Entire home/apt,643,1,35,2021-04-21,0.51,1,365,2,Authorised Serviced Apartment
14530157,65m2 cozy condo with pool near Paya Lebar MRT,3162951,Nicolas,Central Region,Geylang,1.3147,103.89289,Entire home/apt,89,365,9,2020-01-02,0.13,1,0,0,
14558461,Deluxe serviced apartment-Private studio room EZS4,24496358,Katherine,East Region,Bedok,1.32405,103.91679,Private room,180,92,0,,,39,317,0,
14577360,kEnsuiteC Brickwall* @ Chinatown/CBD,2413412,Kaurus,Central Region,Outram,1.2841,103.84253,Private room,69,92,2,2018-07-23,0.04,83,361,0,
14582945,Room C,47682311,Joyce,West Region,Bukit Batok,1.34757,103.74873,Private room,88,92,1,2016-12-25,0.02,3,365,0,
14583967,"Lavender Semi-EnsuiteC*, 5 min to MRT",2413412,Kaurus,Central Region,Kallang,1.31001,103.86278,Private room,59,92,4,2021-03-31,0.06,83,86,1,
14602011,Good rooms at Novena,90599917,Charlene,Central Region,Novena,1.324,103.84069,Private room,60,92,0,,,1,90,0,
14682977,Geylang lorong 26 Common Room $750 no agent fee,51192846,Enzo,Central Region,Geylang,1.31361,103.88422,Private room,27,180,0,,,1,365,0,
14697600,Cozy Studio in the heart of Chinatown,23722617,Alex,Central Region,Outram,1.28317,103.84589,Entire home/apt,83,92,40,2022-02-28,0.59,76,90,1,
14700365,shunfu estate,1360067,Sharmaine And Justice,Central Region,Bishan,1.34988,103.83657,Private room,50,92,2,2019-05-15,0.05,1,0,0,
14701395,Lux One Bedder @Novena,45661681,Betty,Central Region,Novena,1.32157,103.84297,Entire home/apt,154,92,2,2019-08-17,0.03,11,365,0,
14718255,Convenient and Cozy Studio opposite Chinatown MRT,23722617,Alex,Central Region,Outram,1.28341,103.84541,Entire home/apt,83,92,20,2021-10-16,0.30,76,90,1,
14740975,Cozy Studio opposite Chinatown MRT,23722617,Alex,Central Region,Outram,1.28378,103.84385,Entire home/apt,115,92,62,2020-02-14,0.92,76,90,0,
14926743,no more,10960217,Elizabeth,West Region,Jurong East,1.3446,103.73346,Private room,68,92,2,2017-07-29,0.03,1,0,0,
14938335,"Nice location, great view",54324125,Angela,Central Region,Novena,1.32728,103.8507,Private room,69,92,0,,,5,0,0,
14940462,"Nice view, great location",54324125,Angela,Central Region,Novena,1.32826,103.85111,Private room,89,92,0,,,5,364,0,
14954546,Pool facing corner,93089312,Li,Central Region,Geylang,1.31573,103.88485,Private room,145,92,0,,,1,0,0,
15001844,"Clean,cosy and convenient place to a stay and tour",94622308,Gayathri,North-East Region,Serangoon,1.35141,103.86968,Private room,65,180,0,,,1,0,0,
15087980,Spacious Loft Apartment (Opposite Chinatown MRT),14521708,Shirley,Central Region,Outram,1.28467,103.84356,Entire home/apt,115,180,26,2019-12-03,0.40,15,180,0,
15100514,Amazing Holiday Condo Apartment -min walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.31297,103.85998,Entire home/apt,244,1,2,2018-03-18,0.04,16,365,0,Authorised Serviced Apartment
15197371,Whole Condo Unit for 5pax ( Infront Aljunied MRT),73113530,Lei Vee,Central Region,Geylang,1.31176,103.88139,Entire home/apt,149,3,56,2022-03-22,0.86,2,295,7,Authorised Serviced Apartment
15229173,"Hawaii style resort, near the city.",29131068,Henry,East Region,Bedok,1.31163,103.93572,Private room,136,92,0,,,2,365,0,
15238692,Cosy master room for rent with ensuite bathroom,41875762,Yew Chin,West Region,Jurong West,1.34313,103.68921,Private room,40,180,0,,,1,0,0,
15274648,Shophouse Chic with Terrace,1584407,Richard,Central Region,Marine Parade,1.30494,103.90306,Entire home/apt,299,92,11,2020-01-29,0.18,4,0,0,
15310627,4 Star CBD Apartment Tanjong Pagar MRT,30613375,Qing,Central Region,Outram,1.27703,103.8437,Entire home/apt,120,92,66,2022-01-23,0.99,2,162,1,
15364548,New Spacious Studio Apt @ Somerset /Orchard Area,61619807,Ong,Central Region,River Valley,1.29581,103.83798,Entire home/apt,155,14,58,2022-02-10,0.88,21,0,2,Authorised Serviced Apartment
15364942,Expat's choice ! En-suites room 3,24496358,Katherine,East Region,Bedok,1.31675,103.91272,Private room,68,92,4,2021-06-05,0.07,39,229,1,
15365213,Expat's choice! En-suites room with shared pool,24496358,Katherine,East Region,Bedok,1.32531,103.91656,Private room,130,92,0,,,39,270,0,
15367409,"postwar singlebed rm*Ba, 3min to aljunied mrt",97878860,Chess,Central Region,Geylang,1.31552,103.88215,Private room,39,92,4,2020-12-04,0.06,51,331,0,
15379742,"Luxurious Private Suite, Daily Maid Service",98310459,Diana,Central Region,Tanglin,1.31723,103.83244,Private room,150,92,0,,,1,363,0,
15406706,Lavender DoubleBed rm*ML: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.31053,103.86075,Private room,47,92,1,2018-04-17,0.02,83,86,0,
15428715,Cool and convenient condo near Pasir Panjang MRT,44761306,Paul,Central Region,Queenstown,1.27762,103.78745,Private room,65,92,24,2020-09-03,0.37,1,0,0,
15430456,Pasir Ris Condo,71764725,Chua,East Region,Pasir Ris,1.35563,103.96517,Shared room,80,92,0,,,1,365,0,
15441196,Lavender DoubleBed RmT*: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30983,103.86232,Private room,59,92,6,2021-08-31,0.09,83,86,3,
15450033,Cozy Studio opposite Chinatown MRT,23722617,Alex,Central Region,Outram,1.28497,103.84367,Entire home/apt,88,92,4,2017-07-14,0.06,76,90,0,
15454153,2 Bedroom Fully furnished apartment - Flora Drive,2327574,Juliana,East Region,Pasir Ris,1.35488,103.96519,Entire home/apt,198,92,19,2021-08-26,0.32,2,215,3,
15455706,A taste of true Singapore in a Cosy Home.,26276079,Justin,Central Region,Queenstown,1.30285,103.79575,Private room,100,180,2,2017-03-04,0.03,1,55,0,
15475788,Cozy Condo Apartment in Central -walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.31348,103.86046,Entire home/apt,244,1,0,,,16,361,0,Authorised Serviced Apartment
15487894,prewar doublebed RmA* > lavender MRT,97878860,Chess,Central Region,Kallang,1.3085,103.86112,Private room,49,92,2,2017-07-16,0.03,51,86,0,
15492056,Condo Apartment with Pool/Gym -min walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.31212,103.86059,Entire home/apt,272,92,4,2018-03-28,0.08,16,365,0,
15508557,Room D,47682311,Joyce,West Region,Bukit Batok,1.34724,103.74834,Private room,86,92,5,2017-07-22,0.08,3,300,0,
15538540,Aljunied Queenbed roomA > 5min MRT > CBD 15 mins,2413412,Kaurus,Central Region,Geylang,1.31548,103.8821,Private room,49,92,1,2016-10-17,0.02,83,361,0,
15539906,"Near city, bright & clean private room",97397042,Siew Yin,Central Region,Kallang,1.31982,103.85761,Private room,25,180,0,,,1,0,0,
15589669,3 Bedroom Fully furnished apt (Simei MRT),2327574,Juliana,East Region,Tampines,1.34358,103.95383,Entire home/apt,200,92,4,2020-01-30,0.06,2,269,0,
15619288,Central Condo Unit with Pool/Gym-min walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.3093,103.8588,Entire home/apt,244,92,6,2018-06-02,0.10,16,365,0,
15634389,Cozy Condo Unit near 3 MRT Stations,21149720,Mike,Central Region,Kallang,1.31165,103.86019,Entire home/apt,244,92,1,2017-09-13,0.02,16,365,0,
15651261,Cosy Room in the Central Business District,20049904,Lenneth,Central Region,Bukit Merah,1.27735,103.83875,Private room,45,92,0,,,2,0,0,
15687109,Spacious cozy room for couple or family,100661714,Phillip,North-East Region,Serangoon,1.37451,103.87284,Private room,200,92,6,2020-04-19,0.20,3,91,0,
15722252,夏威夷式度假公寓,29131068,Henry,East Region,Bedok,1.31204,103.93769,Private room,100,92,0,,,2,365,0,
15727280,Holiday Condo Apartment -min walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.31215,103.86168,Entire home/apt,272,92,1,2017-05-07,0.02,16,365,0,
15749275,Vacation Condo Apartment -mins walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.31188,103.85991,Entire home/apt,244,92,0,,,16,365,0,
15765810,无中介，主卧招租，地段极佳,101926374,Yingying,Central Region,Toa Payoh,1.33537,103.84462,Shared room,50,240,0,,,1,364,0,
15773382,Private Apartment in Novena,102007408,Geo,Central Region,Novena,1.32257,103.84395,Private room,65,92,4,2020-02-06,0.06,1,91,0,
15775439,1BR in Nice Condo near MRT,6689302,Fiona,West Region,Bukit Panjang,1.37466,103.76596,Private room,38,92,2,2020-07-09,0.07,1,271,0,
15775531,Sembawang common room,102027164,Amanda,North Region,Sembawang,1.45152,103.81413,Private room,28,180,1,2018-12-20,0.03,1,365,0,
15790995,Bright & Windy newly renovated cosy room,9478865,Dianna,North Region,Sembawang,1.44814,103.81647,Private room,35,180,0,,,1,0,0,
15792137,Chinatown Single No window (Staycation Approved),23336011,Heritage,Central Region,Outram,1.28156,103.84489,Private room,132,1,106,2022-01-06,1.64,55,272,4,S0457
15792808,Chinatown Studio No window (Staycation Approved),23336011,Heritage,Central Region,Outram,1.28243,103.84677,Private room,137,1,147,2022-01-23,2.30,55,274,5,S0457
15797092,Condo Next to MRT/Shop Near CBD - At least 6 mths,102202696,Keith,Central Region,Bukit Merah,1.28688,103.82905,Entire home/apt,250,180,0,,,1,358,0,
15813099,Newton -few minutes from Orchard Road,1521514,Elizabeth,Central Region,Newton,1.30933,103.84064,Entire home/apt,214,92,1,2016-12-31,0.02,7,365,0,
15850202,Spacious Master Room - Terrace House,29427922,Luis,North-East Region,Sengkang,1.39892,103.87283,Private room,68,180,0,,,1,0,0,
15893111,Simple and cosy room in quiet neighbourhood,42006064,Tiffanie,Central Region,Tanglin,1.30926,103.80315,Private room,49,92,17,2020-03-20,0.26,1,209,0,
15902723,Cozy room just 5 mins walk to NTU.,102149593,Syed,West Region,Jurong West,1.33966,103.68707,Private room,89,120,45,2020-04-28,0.69,1,331,0,
15918822,Spacious 1 Bedroom Premier Loft Apt @ Fusionopolis,85231832,Junwei From Citadines Fusionopolis,Central Region,Queenstown,1.29934,103.78719,Entire home/apt,433,7,5,2021-12-22,0.25,3,363,1,Authorised Serviced Apartment
15919067,1-Bedroom Executive Loft Apartment in Fusionopolis,85231832,Junwei From Citadines Fusionopolis,Central Region,Queenstown,1.29759,103.78741,Entire home/apt,402,7,10,2021-12-29,0.16,3,360,3,Authorised Serviced Apartment
15919162,Cozy 1Bedroom Deluxe Loft Apartment @ Fusionopolis,85231832,Junwei From Citadines Fusionopolis,Central Region,Queenstown,1.29828,103.78922,Entire home/apt,393,92,1,2021-01-14,0.07,3,335,0,
